PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,ABSTRACT SCREEN,INCLUDE? ,SAMPLE SIZE,COUNTRY,TIME POINTS,TIME PERIOD,
24725605,Changing social contact patterns under tropical weather conditions relevant for the spread of infectious diseases,"Chan TC, Fu YC, Hwang JS.",Epidemiol Infect. 2015 Jan;143(2):440-51. doi: 10.1017/S0950268814000843. Epub 2014 Apr 14.,Chan TC,Epidemiol Infect,2015,4/15/14,PMC9206812,,10.1017/S0950268814000843,MAYBE,YES,1927,Taiwan,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1852,EE,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1839,Portugal,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,"Wong KLM, Gimma A, Coletti P; CoMix Europe Working Group; Faes C, Beutels P, Hens N, Jaeger VK, Karch A, Johnson H, Edmunds W, Jarvis CI.",BMC Infect Dis. 2023 Apr 26;23(1):268. doi: 10.1186/s12879-023-08214-y.,Wong KLM,BMC Infect Dis,2023,4/26/23,PMC10132446,,10.1186/s12879-023-08214-y,YES,YES,1737,Austria,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1733,SK,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1728,Denmark,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1724,Poland,,,
33736606,"Close contact infection dynamics over time: insights from a second large-scale social contact survey in Flanders, Belgium, in 2010-2011","Hoang TV, Coletti P, Kifle YW, Kerckhove KV, Vercruysse S, Willem L, Beutels P, Hens N.",BMC Infect Dis. 2021 Mar 18;21(1):274. doi: 10.1186/s12879-021-05949-4.,Hoang TV,BMC Infect Dis,2021,3/19/21,PMC7971398,,10.1186/s12879-021-05949-4,YES,YES,1707,Belgium,,,
34496771,Impact of the Covid-19 epidemic and related social distancing regulations on social contact and SARS-CoV-2 transmission potential in rural South Africa: analysis of repeated cross-sectional surveys,"McCreesh N, Dlamini V, Edwards A, Olivier S, Dayi N, Dikgale K, Nxumalo S, Dreyer J, Baisley K, Siedner MJ, White RG, Herbst K, Grant AD, Harling G.",BMC Infect Dis. 2021 Sep 8;21(1):928. doi: 10.1186/s12879-021-06604-8.,McCreesh N,BMC Infect Dis,2021,09/09/2021,PMC8424154,,10.1186/s12879-021-06604-8,MAYBE,YES,1704,South Africa,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1704,France,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1702,MT,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1622,Spain,,,
37101123,Social contact patterns during the COVID-19 pandemic in 21 European countries - evidence from a two-year study,,,Wong KLM,BMC Infect Dis,2023,,,,,YES,YES,1616,Itality,,,
36221094,Characterising social contacts under COVID-19 control measures in Africa,,,Dobreva Z,BMC Med,2022,,,,,YES,YES,1571,Ethiopia,,,
34649541,Individual social contact data and population mobility data as early markers of SARS-CoV-2 transmission dynamics during the first wave in Germany-an analysis based on the COVIMOD study,"Tomori DV, Rübsamen N, Berger T, Scholz S, Walde J, Wittenberg I, Lange B, Kuhlmann A, Horn J, Mikolajczyk R, Jaeger VK, Karch A.",BMC Med. 2021 Oct 14;19(1):271. doi: 10.1186/s12916-021-02139-6.,Tomori DV,BMC Med,2021,10/15/21,PMC8515158,,10.1186/s12916-021-02139-6,MAYBE,YES,1560,Germany,,,
36221094,Characterising social contacts under COVID-19 control measures in Africa,"Dobreva Z, Gimma A, Rohan H, Djoudalbaye B, Tshangela A, Jarvis CI, van Zandvoort K, Quaife M.",BMC Med. 2022 Oct 12;20(1):344. doi: 10.1186/s12916-022-02543-6.,Dobreva Z,BMC Med,2022,10/11/2022,PMC9553295,,10.1186/s12916-022-02543-6,YES,YES,1449,Cameroon,,,
